epoch;accuracy;loss;val_accuracy;val_loss
0;0.70896876;0.5626226841360331;0.7438601851463318;0.8124817609786987
1;0.77840626;0.4728049313053489;0.7422859072685242;0.3356517255306244
2;0.7960625;0.44935132523626087;0.7780226469039917;0.650842547416687
3;0.8036875;0.4361917145997286;0.7975440621376038;0.32486647367477417
4;0.80798435;0.43400385054945945;0.76259446144104;0.9943294525146484
5;0.809875;0.431620440043509;0.7823547720909119;1.437803864479065
6;0.8095313;0.43066491080075503;0.7813287377357483;1.389516830444336
7;0.8146719;0.4300392006635666;0.7818009853363037;0.5420827865600586
8;0.8138281;0.42588049340993167;0.7814861536026001;0.527751088142395
9;0.8170625;0.42815838707238435;0.7947103381156921;2.908590316772461
10;0.8145781;0.4281420450881124;0.7956548929214478;0.9372162818908691
11;0.81628126;0.42221891435980796;0.7859848737716675;0.6967161893844604
12;0.8193125;0.42448584815859797;0.7808564305305481;0.35818159580230713
13;0.820875;0.47536170334368943;0.795497477054596;1.0853803157806396
14;0.8167969;0.4246313854828477;0.7873110771179199;0.5764512419700623
15;0.8191094;0.4386496163867414;0.7764483690261841;0.7480213642120361
16;0.8200312;0.41888471665605903;0.7511020302772522;5.050851345062256
17;0.82051563;0.42358553858846426;0.7899305820465088;0.3819977641105652
18;0.8192969;0.42075820405036213;0.6895465850830078;1.0853259563446045
19;0.8233125;0.4264771484583616;0.7865239381790161;0.7486478090286255
20;0.82078123;0.4184175452515483;0.7896725535392761;0.6829502582550049
21;0.81889063;0.4236613108664751;0.7806990146636963;0.3725470006465912
22;0.8205;0.42179833383858206;0.7743055820465088;0.5083017349243164
23;0.8190156;0.43416016302257776;0.7880982160568237;0.7543357610702515
24;0.81703126;0.4377071539759636;0.7334697842597961;0.6854873895645142
